ZCTA5,ZIP,households_by_type-total_households,relationship-population_in_households,marital_status-population_males_15_years_and_over,marital_status-population_females_15_years_and_over,grandparents-population-grandparents_living_with_own_grandchildren_under_18_years,educational_attainment-population-population_25_years_and_over,veteran_status-population-civilian_population_18_years_and_over,residence_1_year_ago-population-population_1_year_and_over,place_of_birth-population-total_population,ancestry-population-total_population,computers_and_internet_use-households-total_households
,,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum
11201,11201,26303,53994,25096,26678,461,45717,50786,59082,60061,60061,0
11203,11203,27479,74142,26386,36189,2661,52625,59714,75017,75920,75920,0
11204,11204,24307,79210,29222,31393,2358,50831,57265,78128,79332,79332,0
11205,11205,15604,42150,14981,18950,721,26382,32513,44039,44818,44818,0
11206,11206,30107,85934,30531,35189,2252,52002,62182,85103,86486,86486,0
11207,11207,32120,91195,32638,40690,3513,58180,69093,92253,93251,93251,0
11208,11208,30641,95071,33727,40100,3798,58594,69227,94095,95715,95715,0
11209,11209,29451,67621,26815,30157,1065,50515,55100,66864,67822,67822,0
11210,11210,22251,68231,23733,29888,1774,43131,50513,67538,68435,68435,0
11211,11211,38049,99188,38768,39181,1756,66031,74987,97712,99964,99964,0
11212,11212,31587,81068,26589,41042,3177,55186,63897,85184,86469,86469,0
11213,11213,24471,64577,22823,29281,1822,41886,49238,64560,65434,65434,0
11214,11214,31716,90716,36546,39683,2507,66176,73123,90584,91728,91728,0
11215,11215,29007,69479,27581,30134,657,52078,56124,68878,69965,69965,0
11216,11216,23629,55194,22925,25691,1237,41171,47007,55255,55816,55816,0
11217,11217,16718,37818,15417,17484,709,29947,32028,38208,38670,38670,0
11218,11218,24660,74128,28557,28411,1310,47917,54240,73442,74831,74831,0
11219,11219,26145,95211,33619,33435,1903,52853,62488,94084,96287,96287,0
11220,11220,28951,100680,39074,39869,4137,66817,76004,99347,101006,101006,0
11221,11221,29570,82962,32314,36112,3106,54326,65128,82794,84034,84034,0
11222,11222,17058,35577,15562,16987,278,29425,32032,35323,35695,35695,0
11223,11223,27373,79627,30262,33151,2564,53342,60169,78499,79730,79730,0
11224,11224,18157,42161,16305,20517,1193,31870,35442,43094,43444,43444,0
11225,11225,23481,60226,22686,27088,1716,42122,47967,59382,60323,60323,0
11226,11226,36399,100831,35427,46224,3759,68028,77556,100327,101787,101787,0
11228,11228,15265,45974,18180,19814,1790,32715,36245,45654,46164,46164,0
11229,11229,31024,82606,32574,35644,2245,58377,65253,81925,82914,82914,0
11230,11230,30668,88343,32141,35627,1891,55911,64103,87338,88933,88933,0
11231,11231,15468,36232,13834,15960,433,26851,28811,35710,36302,36302,0
11232,11232,8927,27257,13029,10923,836,19979,22967,28989,29387,29387,0
11233,11233,27723,70832,24409,32311,2288,45876,53710,70921,72159,72159,0
11234,11234,32050,95434,35666,41958,2945,65711,73863,94783,95546,95546,0
11235,11235,32421,77111,30866,35283,1516,58726,64016,77366,78237,78237,0
11236,11236,32786,98558,35414,46528,3728,67068,77728,99211,100049,100049,0
11237,11237,16785,52323,22525,20996,1502,34103,41471,53039,53678,53678,0
11238,11238,23996,52754,21841,24738,857,41834,45573,53286,53992,53992,0
11239,11239,6456,12402,3967,6665,461,9392,10255,12382,12468,12468,0
11351,11351,0,0,0,0,0,0,0,0,0,0,0
11354,11354,20414,56677,23850,26847,1708,45211,49422,58076,58551,58551,0
11355,11355,27144,81542,33335,37300,3714,61669,68215,81430,82028,82028,0
11356,11356,7549,24370,9459,10198,831,16303,18634,24176,24405,24405,0
11357,11357,14614,39015,15598,17244,936,29027,31524,38811,39259,39259,0
11358,11358,13006,37391,15511,16559,939,28194,30891,37071,37461,37461,0
11359,11359,0,0,0,0,0,0,0,0,0,0,0
11360,11360,8345,19288,7739,8852,333,15030,16163,19050,19309,19309,0
11361,11361,10420,28809,11951,12946,814,21637,23878,29002,29322,29322,0
11362,11362,7035,17930,6795,8718,311,13811,14891,18026,18198,18198,0
11363,11363,2649,7577,2943,3237,119,5475,5947,7516,7577,7577,0
11364,11364,13226,34990,13876,15781,916,26158,28347,34721,35068,35068,0
11365,11365,15436,44555,17376,19078,1487,31646,35306,43968,44617,44617,0
11366,11366,4386,13861,5448,6309,502,9717,11264,13884,14042,14042,0
11367,11367,14761,41668,16023,18084,1079,28325,32886,41678,42663,42663,0
11368,11368,28773,112220,46617,40297,4288,71593,82982,111049,112982,112982,0
11369,11369,11025,36810,15448,15977,1505,25489,29882,37406,37823,37823,0
11370,11370,8670,26873,18440,11660,675,24231,28800,34188,34445,34445,0
11371,11371,0,0,0,0,0,0,0,0,0,0,0
11372,11372,24326,63800,26820,27250,1692,47709,52635,63503,64109,64109,0
11373,11373,30989,96389,40443,40286,3935,69828,78021,95754,96616,96616,0
11374,11374,19271,43116,17420,20238,699,34010,36653,42843,43158,43158,0
11375,11375,32354,70685,27164,31993,1141,54414,57683,69937,71159,71159,0
11377,11377,31603,90571,37740,38299,2534,66057,73500,89711,90883,90883,0
11378,11378,12506,33026,13286,14253,739,23508,26106,32888,33270,33270,0
11379,11379,13456,35710,14068,16235,749,27172,29317,35757,36082,36082,0
11385,11385,34919,103215,41585,42770,2967,70347,80585,102190,103372,103372,0
11411,11411,6034,19277,7294,9229,935,14164,15797,19086,19300,19300,0
11412,11412,11019,37712,13876,17078,2102,25426,29292,37515,37802,37802,0
11413,11413,12367,42540,15732,19418,2327,29010,33171,42241,42699,42699,0
11414,11414,10477,28217,10936,12644,424,20902,22721,28121,28247,28247,0
11415,11415,8324,19277,7437,8618,190,14120,15415,19134,19308,19308,0
11416,11416,7173,27061,10499,11282,1358,17441,20486,26874,27144,27144,0
11417,11417,9264,31723,12675,13308,1309,21350,24753,31470,31742,31742,0
11418,11418,11062,39524,15816,15914,1262,25861,29966,39509,39908,39908,0
11419,11419,12673,51591,21933,21171,2738,35154,41078,51101,51642,51642,0
11420,11420,13321,50449,19850,21417,2578,33306,39032,49959,50549,50549,0
11421,11421,12120,43318,16977,18194,1964,28790,33515,42896,43341,43341,0
11422,11422,9602,33369,11943,15408,1518,22544,25924,33040,33408,33408,0
11423,11423,9633,31350,12621,13959,1436,22140,25459,31554,31823,31823,0
11424,11424,0,0,0,0,0,0,0,0,0,0,0
11425,11425,0,0,0,0,0,0,0,0,0,0,0
11426,11426,6240,19845,8011,8248,792,13776,15640,19795,19991,19991,0
11427,11427,7448,22124,9292,10120,824,16576,18682,22755,22941,22941,0
11428,11428,5566,19714,7975,8713,898,13860,15871,19533,19736,19736,0
11429,11429,7405,26604,10628,12012,1173,18681,21579,26507,26739,26739,0
11430,11430,0,0,144,31,0,147,175,179,179,179,0
11432,11432,18487,60038,24297,28384,2351,42028,50527,63900,64686,64686,0
11433,11433,10398,34588,12447,14875,1643,21765,25611,34364,34703,34703,0
11434,11434,20968,64189,22650,30996,2796,44252,50819,65527,66279,66279,0
11435,11435,18979,56486,23023,24078,2087,40466,45251,56894,57627,57627,0
11436,11436,5494,19919,7828,8468,1045,13350,15510,19968,20136,20136,0
11451,11451,0,0,0,0,0,0,0,0,0,0,0
11501,11501,7180,19257,7985,8368,397,14409,15615,19115,19262,19262,0
11507,11507,2360,7322,3029,3185,292,5266,5919,7305,7330,7330,0
11509,11509,906,2329,1013,1014,26,1786,1945,2317,2329,2329,0
11510,11510,10765,33647,13261,14294,789,22828,25949,33534,33734,33734,0
11514,11514,1636,4543,1772,2057,85,3242,3617,4517,4543,4543,0
11516,11516,2210,7719,2702,2994,16,4369,5267,7654,7724,7724,0
11518,11518,3912,10188,4250,4265,101,7078,8035,10139,10192,10192,0
11520,11520,13487,43178,16685,18849,1674,29353,33957,43257,43697,43697,0
11530,11530,9256,27347,10895,12140,302,18238,21432,28115,28463,28463,0
11542,11542,9741,26920,11299,11558,452,19518,22109,27386,27676,27676,0
11545,11545,4246,12676,4919,5330,231,8530,9560,12625,12694,12694,0
11547,11547,274,837,268,397,0,487,625,837,837,837,0
11548,11548,481,1635,1124,1516,16,1205,2445,2858,2858,2858,0
11549,11549,0,0,1086,1834,0,44,2867,2920,2920,2920,0
11550,11550,16543,56783,21129,23631,2488,36726,42726,56709,57679,57679,0
11552,11552,7226,24331,9795,10159,901,16071,18688,24264,24417,24417,0
11553,11553,6182,24683,10148,11110,1462,16648,20124,25836,26160,26160,0
11554,11554,12171,35523,15486,15944,902,26924,30123,36859,37228,37228,0
11556,11556,0,0,14,0,0,11,14,14,14,14,0
11557,11557,2501,6962,2652,3282,74,5155,5598,6958,6972,6972,0
11558,11558,3022,8091,3446,3620,272,6339,6788,8142,8323,8323,0
11559,11559,2801,8688,2961,3768,23,5333,6180,8625,8709,8709,0
11560,11560,2297,6326,2456,2717,84,4440,4875,6277,6354,6354,0
11561,11561,15897,36469,15184,17479,556,28780,31455,37269,37544,37544,0
11563,11563,8181,22406,8692,9862,316,16060,17728,22310,22551,22551,0
11565,11565,3164,8635,3632,3731,109,6431,7016,8560,8640,8640,0
11566,11566,11186,34176,14004,14167,326,23266,26197,33866,34232,34232,0
11568,11568,1013,3230,1951,2082,41,2187,3781,4574,4578,4578,0
11569,11569,467,1228,520,526,11,855,925,1216,1229,1229,0
11570,11570,9884,27184,10520,11678,575,18591,20795,27257,27463,27463,0
11572,11572,10242,29131,11772,12761,508,20730,23358,29100,29295,29295,0
11575,11575,4299,16412,5977,7143,717,10818,12443,16193,16564,16564,0
11576,11576,4668,12663,4851,5425,116,9018,9629,12491,12663,12663,0
11577,11577,4227,12612,5178,5196,175,8837,9695,12799,12888,12888,0
11579,11579,1952,5059,2107,2213,28,3587,3992,5099,5128,5128,0
11580,11580,12929,43095,16700,18777,1805,29921,33667,42896,43219,43219,0
11581,11581,6859,21399,8288,8849,425,14315,16298,21173,21406,21406,0
11590,11590,14037,46878,18452,20146,1429,32582,36659,46676,47134,47134,0
11596,11596,3526,10668,4063,4569,143,7189,8096,10624,10683,10683,0
11598,11598,3877,13118,4744,5131,140,8325,9236,13298,13478,13478,0
11691,11691,19869,62153,20674,26936,2628,38684,45006,63445,64946,64946,0
11692,11692,6298,18508,6512,8329,706,12190,13660,19216,19403,19403,0
11693,11693,4751,11735,4917,4909,381,8382,9440,11885,12021,12021,0
11694,11694,8150,19803,8985,8492,281,15422,16536,21008,21219,21219,0
11697,11697,1496,3923,1573,1585,0,2733,3000,3883,3928,3928,0
11701,11701,8552,27428,10665,12453,1201,19600,22274,27804,28139,28139,0
11702,11702,5065,13842,5574,6195,135,10194,11206,13805,13906,13906,0
11703,11703,5488,16459,6416,7175,320,11643,12923,16334,16508,16508,0
11704,11704,12852,39601,15894,17433,1249,28182,31741,39980,40257,40257,0
11705,11705,2645,7471,3041,3080,108,5110,5706,7377,7499,7499,0
11706,11706,18860,67562,26075,27045,3005,43143,50171,67088,67959,67959,0
11709,11709,2423,6678,2755,2906,245,4916,5398,6705,6745,6745,0
11710,11710,11286,33356,13142,14257,838,23732,26174,33168,33525,33525,0
11713,11713,3188,9171,3302,3851,244,5750,6695,9045,9176,9176,0
11714,11714,7475,21401,8385,9680,490,15418,17197,21386,21438,21438,0
11715,11715,1556,4417,1674,1920,79,3152,3453,4448,4463,4463,0
11716,11716,3559,9879,4254,4170,306,6838,7882,9943,9998,9998,0
11717,11717,13446,60393,23849,24142,2563,38836,45315,60952,61568,61568,0
11718,11718,1104,3084,1237,1303,8,2193,2382,3068,3092,3092,0
11719,11719,1181,3179,1428,1638,130,2637,2945,3767,3787,3787,0
11720,11720,8923,28672,11649,12023,745,19424,22443,28501,28823,28823,0
11721,11721,2266,5995,2248,2692,113,4236,4663,5958,5995,5995,0
11722,11722,9638,35481,13916,13806,1344,22273,26375,35158,35668,35668,0
11724,11724,1034,3161,1326,1273,21,2193,2381,3221,3243,3243,0
11725,11725,9722,28868,11647,12617,550,20607,22719,29113,29444,29444,0
11726,11726,5977,21654,8387,9019,1219,14225,16595,21388,21688,21688,0
11727,11727,10971,30153,11707,13039,905,21198,23282,29898,30282,30282,0
11729,11729,8969,27241,10556,11724,813,18882,21111,26942,27311,27311,0
11730,11730,4446,13987,5450,6016,400,9557,10771,14102,14168,14168,0
11731,11731,10054,29654,12181,12232,422,20385,22787,29535,29743,29743,0
11732,11732,1488,3840,1478,1727,95,2766,3048,3830,3856,3856,0
11733,11733,5651,16276,7183,6938,316,12009,13334,16991,17136,17136,0
11735,11735,11232,32808,13395,14490,809,23318,26540,33265,33596,33596,0
11738,11738,5129,16917,7385,6591,465,11560,13308,17038,17067,17067,0
11739,11739,364,1119,471,390,8,747,812,1119,1119,1119,0
11740,11740,3229,8937,3302,3827,147,6203,6714,8937,8953,8953,0
11741,11741,9079,27093,11190,11246,870,19059,21335,27025,27243,27243,0
11742,11742,4566,13108,5328,5421,341,9144,10239,13077,13132,13132,0
11743,11743,15042,41900,16793,18264,621,29929,33020,42083,42531,42531,0
11746,11746,20905,69212,27680,28583,1609,47126,52863,69503,70005,70005,0
11747,11747,6986,18698,7398,8590,276,13890,15211,19006,19061,19061,0
11749,11749,959,3260,1271,1528,127,2312,2687,3314,3349,3349,0
11751,11751,5096,14257,5825,6266,290,10170,11506,14138,14313,14313,0
11752,11752,2957,9451,3555,4204,239,6401,7353,9400,9456,9456,0
11753,11753,4150,12008,4870,4937,342,8283,9102,11936,12015,12015,0
11754,11754,6535,17924,7437,8043,167,13234,14702,18213,18357,18357,0
11755,11755,4139,12405,5198,5213,130,8586,9773,12368,12430,12430,0
11756,11756,13391,42594,17088,18629,1425,29901,34029,42247,42654,42654,0
11757,11757,14890,44650,18874,19103,1110,31726,36308,44261,44701,44701,0
11758,11758,18124,54683,21742,23479,1272,39061,42954,54260,54929,54929,0
11762,11762,7285,22927,9035,9623,369,15623,17574,22690,22951,22951,0
11763,11763,9295,28176,11060,12629,1034,19111,21997,28458,28654,28654,0
11764,11764,4274,12979,4952,5195,130,8354,9348,12866,13030,13030,0
11765,11765,261,750,312,340,15,538,596,745,750,750,0
11766,11766,4256,12428,4769,5139,277,8409,9367,12395,12478,12478,0
11767,11767,4874,15082,5885,6480,282,10381,11532,15308,15347,15347,0
11768,11768,7898,21085,8607,9276,324,15454,16839,21342,21375,21375,0
11769,11769,3406,8523,3360,4081,108,6357,7193,8670,8686,8686,0
11770,11770,30,65,29,30,1,56,58,65,65,65,0
11771,11771,3479,9442,3720,4251,92,6805,7410,9416,9458,9458,0
11772,11772,16585,44751,18172,18742,944,31510,35026,44728,45243,45243,0
11776,11776,8229,26027,10214,11145,722,17657,20326,25947,26327,26327,0
11777,11777,3456,8614,3678,3833,82,6612,7113,8897,8958,8958,0
11778,11778,4236,12322,4599,5080,235,8013,9012,12194,12354,12354,0
11779,11779,12740,37629,15730,15431,1309,26269,29661,37753,38084,38084,0
11780,11780,5276,15054,6250,6750,165,10826,12257,15505,15609,15609,0
11782,11782,5365,15031,5718,6682,237,10728,11887,15162,15346,15346,0
11783,11783,7037,21737,8879,8999,520,15150,17030,21674,21823,21823,0
11784,11784,7980,26185,10280,10966,961,17585,20094,25883,26230,26230,0
11786,11786,1790,5913,2305,2395,155,4010,4474,5960,6017,6017,0
11787,11787,11999,35151,14384,15379,420,25067,28034,35762,36040,36040,0
11788,11788,5547,15859,6707,6511,223,11139,12468,15831,16007,16007,0
11789,11789,2843,8153,3131,3344,97,5691,6241,8116,8202,8202,0
11790,11790,4550,13041,8102,7828,375,9305,15289,18303,18365,18365,0
11791,11791,8067,25115,9919,10053,547,16803,18679,25262,25404,25404,0
11792,11792,3017,8659,3643,3442,134,6244,6816,8711,8807,8807,0
11793,11793,10362,31566,12567,13459,843,21895,24366,31463,31642,31642,0
11794,11794,0,0,1606,1377,0,101,2906,2983,2983,2983,0
11795,11795,7953,24790,9705,11074,436,17320,19769,25078,25301,25301,0
11796,11796,1254,3698,1639,1774,137,2822,3228,4019,4065,4065,0
11797,11797,2969,7808,3346,4022,58,6492,7023,8597,8665,8665,0
11798,11798,3770,14182,5236,5857,661,8580,10366,14058,14242,14242,0
11801,11801,12646,40626,17296,17776,1244,28976,33364,40532,40713,40713,0
11803,11803,9408,28004,10897,11774,527,19854,21664,28006,28231,28231,0
11804,11804,1623,4688,1760,1943,51,3296,3584,4652,4688,4688,0
11901,11901,10009,25434,14044,11740,444,21882,25012,29456,29688,29688,0
11930,11930,518,1235,603,505,59,1032,1075,1244,1244,1244,0
11931,11931,17,34,17,17,0,34,34,34,34,34,0
11932,11932,409,911,368,434,36,693,792,914,914,914,0
11933,11933,2734,7325,3152,3183,288,5446,6095,7292,7386,7386,0
11934,11934,2425,7927,3043,3245,95,5149,6048,7993,8079,8079,0
11935,11935,1247,3150,1310,1451,73,2334,2606,3186,3186,3186,0
11937,11937,6569,15746,6703,6557,396,12184,12746,15626,15757,15757,0
11939,11939,456,911,412,450,13,780,841,911,911,911,0
11940,11940,1892,5108,2114,2262,9,3542,4134,5115,5186,5186,0
11941,11941,784,2020,899,926,10,1518,1713,2037,2053,2053,0
11942,11942,1687,4501,1776,1954,86,3270,3365,4487,4501,4501,0
11944,11944,1787,3952,1577,2043,45,3367,3511,4110,4208,4208,0
11946,11946,5447,13597,5903,5865,177,10550,11359,13489,13693,13693,0
11947,11947,77,105,28,77,0,105,105,105,105,105,0
11948,11948,438,1191,529,560,0,744,976,1191,1191,1191,0
11949,11949,4952,14999,5927,6060,362,9746,11163,15064,15092,15092,0
11950,11950,4773,16293,6256,6352,519,10141,11769,16053,16324,16324,0
11951,11951,4769,13943,5481,6077,703,9133,10843,13846,13959,13959,0
11952,11952,1822,4794,2084,2071,0,3412,3902,4812,4831,4831,0
11953,11953,5259,12986,5433,5637,240,9733,10705,13149,13305,13305,0
11954,11954,1522,3416,1499,1679,143,2878,3091,3474,3510,3510,0
11955,11955,1569,3284,1200,1694,36,2451,2683,3224,3294,3294,0
11956,11956,147,250,103,143,1,224,241,250,250,250,0
11957,11957,351,702,317,342,0,631,653,717,717,717,0
11958,11958,250,531,272,233,24,478,505,531,531,531,0
11959,11959,360,807,341,369,14,671,681,806,815,815,0
11960,11960,248,490,218,260,0,450,475,490,490,490,0
11961,11961,5383,12699,5097,5732,242,9620,10402,12594,12850,12850,0
11962,11962,188,491,222,178,0,344,344,491,491,491,0
11963,11963,2794,6705,2723,2937,66,5132,5459,6630,6710,6710,0
11964,11964,886,2244,822,959,24,1564,1632,2176,2263,2263,0
11965,11965,239,568,223,261,0,412,484,581,581,581,0
11967,11967,7710,25815,10135,10729,1357,16807,19690,25828,26107,26107,0
11968,11968,4411,10210,4502,4871,258,8350,8958,10655,10702,10702,0
11970,11970,81,111,30,81,0,111,111,111,111,111,0
11971,11971,2616,6291,3035,2712,44,4913,5370,6315,6327,6327,0
11972,11972,466,1269,619,486,11,876,1005,1355,1355,1355,0
11973,11973,0,0,25,16,0,5,36,41,41,41,0
11975,11975,130,248,147,134,4,217,269,308,308,308,0
11976,11976,938,2333,972,1107,20,1932,2061,2344,2344,2344,0
11977,11977,814,1914,835,1022,45,1598,1754,2148,2148,2148,0
11978,11978,1259,3083,1254,1338,36,2275,2442,3079,3122,3122,0
11980,11980,1761,4756,2813,1977,37,4130,4632,5528,5620,5620,0
12007,12007,0,0,0,0,0,0,0,0,0,0,0
12008,12008,196,561,252,215,20,384,467,528,570,570,0
12009,12009,3011,8029,3599,3285,76,5570,6476,8018,8073,8073,0
12010,12010,11695,28231,11340,12436,571,20074,22554,28549,28787,28787,0
12015,12015,1052,3005,1167,1370,68,2149,2429,3007,3013,3013,0
12017,12017,148,340,165,148,0,286,289,340,340,340,0
12018,12018,2866,7466,3167,3032,69,5458,5883,7405,7466,7466,0
12019,12019,5705,14322,5794,6003,149,10332,11265,14172,14336,14336,0
12020,12020,12909,32416,13432,13794,440,22339,25098,32687,33044,33044,0
12022,12022,397,819,327,400,24,663,722,811,819,819,0
12023,12023,808,2133,962,864,41,1482,1703,2106,2133,2133,0
12024,12024,12,23,11,12,0,23,23,23,23,23,0
12025,12025,2253,5441,2262,2390,103,3934,4479,5418,5456,5456,0
12027,12027,1459,3871,1582,1591,42,2728,2960,3889,3901,3901,0
12028,12028,332,924,388,379,37,660,729,924,924,924,0
12029,12029,409,972,490,465,0,777,869,1104,1114,1114,0
12031,12031,62,184,86,58,6,125,141,178,184,184,0
12032,12032,380,818,390,357,0,709,721,809,818,818,0
12033,12033,3058,7735,3034,3586,120,5908,6405,7766,7885,7885,0
12035,12035,301,793,360,325,0,560,663,793,793,793,0
12036,12036,109,284,113,111,17,197,203,280,284,284,0
12037,12037,1799,4271,1820,1892,26,3159,3495,4270,4288,4288,0
12040,12040,55,146,43,73,0,76,116,146,146,146,0
12041,12041,209,453,209,167,53,343,376,453,453,453,0
12042,12042,85,159,91,68,0,132,159,159,159,159,0
12043,12043,2965,7112,3540,3754,130,5007,7030,8409,8435,8435,0
12045,12045,169,343,152,142,0,294,294,343,343,343,0
12046,12046,392,966,432,339,0,651,741,958,966,966,0
12047,12047,8533,19609,7813,9280,411,14301,16529,19997,20363,20363,0
12051,12051,1432,3796,4204,1461,143,4371,5428,6336,6432,6432,0
12052,12052,659,1560,671,684,6,1217,1300,1560,1560,1560,0
12053,12053,1503,4822,1863,2122,84,3165,3539,4773,4828,4828,0
12054,12054,6822,17000,6688,7298,110,11813,13105,17006,17177,17177,0
12056,12056,783,2387,1028,1053,0,1700,2025,2395,2400,2400,0
12057,12057,807,2115,871,802,18,1425,1578,2103,2115,2115,0
12058,12058,563,1668,550,713,26,1060,1205,1639,1668,1668,0
12059,12059,668,1611,714,706,5,1268,1378,1594,1611,1611,0
12060,12060,624,1392,577,613,0,1062,1143,1390,1396,1396,0
12061,12061,3801,9717,3812,4318,218,7170,7685,9879,9969,9969,0
12062,12062,652,1736,658,714,31,1163,1273,1732,1736,1736,0
12063,12063,169,495,186,196,48,338,382,495,495,495,0
12064,12064,225,410,201,163,8,333,358,410,410,410,0
12065,12065,17571,42990,17295,18255,515,30617,33734,42865,43206,43206,0
12066,12066,756,1864,743,800,36,1325,1451,1857,1876,1876,0
12067,12067,557,1531,703,610,14,1075,1252,1522,1531,1531,0
12068,12068,1191,2956,1187,1302,30,2052,2318,2917,2993,2993,0
12069,12069,68,179,44,56,0,73,100,163,179,179,0
12070,12070,635,1578,758,632,15,1140,1299,1574,1578,1578,0
12071,12071,129,364,156,111,0,224,252,364,364,364,0
12072,12072,964,2710,1133,1072,14,1854,2040,2788,2843,2843,0
