,ZCTA5,urban_rural-population-total_population,urban_rural-population-urban_total_population,urban_rural-population-rural_total_population,urban_rural-percent-urban_population-of-total_population,urban_rural-percent-rural_population-of-total_population
9164,29039,4215,1970,2245,0.467,0.533
9165,29040,8767,4934,3833,0.563,0.437
9166,29042,5868,3781,2087,0.644,0.356
9167,29044,5652,0,5652,0.0,1.0
9168,29045,21871,12171,9700,0.556,0.444
9169,29046,237,0,237,0.0,1.0
9170,29047,3683,0,3683,0.0,1.0
9171,29048,4864,0,4864,0.0,1.0
9172,29051,951,0,951,0.0,1.0
9173,29052,2021,0,2021,0.0,1.0
9174,29053,18830,8191,10639,0.435,0.565
9175,29054,9612,0,9612,0.0,1.0
9176,29055,4337,0,4337,0.0,1.0
9177,29056,2448,0,2448,0.0,1.0
9178,29058,4746,131,4615,0.028,0.972
9179,29059,6068,0,6068,0.0,1.0
9180,29061,13717,3806,9911,0.277,0.723
9181,29062,176,0,176,0.0,1.0
9182,29063,32717,31013,1704,0.948,0.052
9183,29065,677,0,677,0.0,1.0
9184,29067,10949,0,10949,0.0,1.0
9185,29069,5020,0,5020,0.0,1.0
9186,29070,15330,1838,13492,0.12,0.88
9187,29072,49566,45637,3929,0.921,0.079
9188,29073,40775,31800,8975,0.78,0.22
9189,29074,241,0,241,0.0,1.0
9190,29075,2963,0,2963,0.0,1.0
9191,29078,15293,7821,7472,0.511,0.489
9192,29079,151,0,151,0.0,1.0
9193,29080,3240,0,3240,0.0,1.0
9194,29081,1352,0,1352,0.0,1.0
9195,29082,572,0,572,0.0,1.0
9196,29101,3023,0,3023,0.0,1.0
9197,29102,18248,4998,13250,0.274,0.726
9198,29104,1531,0,1531,0.0,1.0
9199,29105,1514,0,1514,0.0,1.0
9200,29107,3166,0,3166,0.0,1.0
9201,29108,20469,12046,8423,0.588,0.412
9202,29111,1632,0,1632,0.0,1.0
9203,29112,4712,0,4712,0.0,1.0
9204,29113,1618,0,1618,0.0,1.0
9205,29114,2190,0,2190,0.0,1.0
9206,29115,31128,20782,10346,0.668,0.332
9207,29117,1160,1160,0,1.0,0.0
9208,29118,15861,9594,6267,0.605,0.395
9209,29122,54,0,54,0.0,1.0
9210,29123,7617,0,7617,0.0,1.0
9211,29125,3072,0,3072,0.0,1.0
9212,29126,2267,0,2267,0.0,1.0
9213,29127,8333,0,8333,0.0,1.0
9214,29128,5866,0,5866,0.0,1.0
9215,29129,3164,0,3164,0.0,1.0
9216,29130,6655,0,6655,0.0,1.0
9217,29133,1044,0,1044,0.0,1.0
9218,29135,8919,0,8919,0.0,1.0
9219,29137,2539,0,2539,0.0,1.0
9220,29138,10883,3528,7355,0.324,0.676
9221,29142,4890,0,4890,0.0,1.0
9222,29145,837,0,837,0.0,1.0
9223,29146,1767,0,1767,0.0,1.0
9224,29147,0,0,0,,
9225,29148,6230,0,6230,0.0,1.0
9226,29150,40031,37266,2765,0.931,0.069
9227,29152,2393,2358,35,0.985,0.015
9228,29153,15633,7218,8415,0.462,0.538
9229,29154,28135,20483,7652,0.728,0.272
9230,29160,8255,0,8255,0.0,1.0
9231,29161,11383,2799,8584,0.246,0.754
9232,29162,4122,0,4122,0.0,1.0
9233,29163,1975,0,1975,0.0,1.0
9234,29164,4690,0,4690,0.0,1.0
9235,29166,904,0,904,0.0,1.0
9236,29168,3582,848,2734,0.237,0.763
9237,29169,22845,22845,0,1.0,0.0
9238,29170,19988,19147,841,0.958,0.042
9239,29172,9293,7864,1429,0.846,0.154
9240,29175,378,0,378,0.0,1.0
9241,29178,3377,0,3377,0.0,1.0
9242,29180,14267,5141,9126,0.36,0.64
9243,29201,20594,20594,0,1.0,0.0
9244,29202,135,135,0,1.0,0.0
9245,29203,39843,36489,3354,0.916,0.084
9246,29204,19952,19952,0,1.0,0.0
9247,29205,24822,24822,0,1.0,0.0
9248,29206,17788,17788,0,1.0,0.0
9249,29207,11592,11570,22,0.998,0.002
9250,29208,695,695,0,1.0,0.0
9251,29209,33324,32926,398,0.988,0.012
9252,29210,40356,40356,0,1.0,0.0
9253,29212,28798,28184,614,0.979,0.021
9254,29223,50141,50141,0,1.0,0.0
9255,29225,1228,1228,0,1.0,0.0
9256,29229,44229,44068,161,0.996,0.004
9257,29301,31051,30745,306,0.99,0.01
9258,29302,16571,13616,2955,0.822,0.178
9259,29303,25058,22997,2061,0.918,0.082
9260,29306,15861,13981,1880,0.881,0.119
9261,29307,18751,14983,3768,0.799,0.201
9262,29316,22281,21666,615,0.972,0.028
9263,29320,530,530,0,1.0,0.0
9264,29321,2596,667,1929,0.257,0.743
9265,29322,8781,501,8280,0.057,0.943
9266,29323,14446,4957,9489,0.343,0.657
9267,29324,167,167,0,1.0,0.0
9268,29325,15222,9930,5292,0.652,0.348
9269,29329,278,278,0,1.0,0.0
9270,29330,8401,3423,4978,0.407,0.593
9271,29331,142,0,142,0.0,1.0
9272,29332,2435,0,2435,0.0,1.0
9273,29333,374,374,0,1.0,0.0
9274,29334,11331,9719,1612,0.858,0.142
9275,29335,5654,0,5654,0.0,1.0
9276,29338,85,0,85,0.0,1.0
9277,29340,20763,11165,9598,0.538,0.462
9278,29341,19330,9679,9651,0.501,0.499
9279,29346,307,307,0,1.0,0.0
9280,29349,30129,19468,10661,0.646,0.354
9281,29351,1563,1246,317,0.797,0.203
9282,29353,4174,0,4174,0.0,1.0
9283,29355,810,0,810,0.0,1.0
9284,29356,8074,2654,5420,0.329,0.671
9285,29360,20977,10336,10641,0.493,0.507
9286,29364,592,0,592,0.0,1.0
9287,29365,10146,7713,2433,0.76,0.24
9288,29368,68,68,0,1.0,0.0
9289,29369,13044,10910,2134,0.836,0.164
9290,29370,1045,0,1045,0.0,1.0
9291,29372,4507,0,4507,0.0,1.0
9292,29373,297,0,297,0.0,1.0
9293,29374,3534,0,3534,0.0,1.0
9294,29375,95,95,0,1.0,0.0
9295,29376,6909,3109,3800,0.45,0.55
9296,29377,761,761,0,1.0,0.0
9297,29378,207,207,0,1.0,0.0
9298,29379,19186,9366,9820,0.488,0.512
9299,29384,3945,0,3945,0.0,1.0
9300,29385,7221,5861,1360,0.812,0.188
9301,29388,14470,5608,8862,0.388,0.612
9302,29401,10895,10895,0,1.0,0.0
9303,29403,20818,20818,0,1.0,0.0
9304,29404,1348,1348,0,1.0,0.0
9305,29405,26328,26328,0,1.0,0.0
9306,29406,29314,29314,0,1.0,0.0
9307,29407,34827,34827,0,1.0,0.0
9308,29409,2100,2100,0,1.0,0.0
9309,29410,17816,17774,42,0.998,0.002
9310,29412,35850,35356,494,0.986,0.014
9311,29414,31883,30821,1062,0.967,0.033
9312,29418,23540,23540,0,1.0,0.0
9313,29420,21834,21830,4,1.0,0.0
9314,29423,956,956,0,1.0,0.0
9315,29424,389,389,0,1.0,0.0
9316,29426,1741,0,1741,0.0,1.0
9317,29429,2737,346,2391,0.126,0.874
9318,29431,6071,0,6071,0.0,1.0
9319,29432,2853,0,2853,0.0,1.0
9320,29434,537,0,537,0.0,1.0
9321,29435,4122,0,4122,0.0,1.0
9322,29436,4471,0,4471,0.0,1.0
9323,29437,2380,0,2380,0.0,1.0
9324,29438,2408,0,2408,0.0,1.0
9325,29439,2399,2218,181,0.925,0.075
9326,29440,28469,12320,16149,0.433,0.567
9327,29445,53588,52622,966,0.982,0.018
9328,29446,1138,0,1138,0.0,1.0
9329,29448,2356,0,2356,0.0,1.0
9330,29449,7749,0,7749,0.0,1.0
9331,29450,3105,0,3105,0.0,1.0
9332,29451,4205,3794,411,0.902,0.098
9333,29452,394,0,394,0.0,1.0
9334,29453,1252,0,1252,0.0,1.0
9335,29455,20478,8128,12350,0.397,0.603
9336,29456,27864,27749,115,0.996,0.004
9337,29458,2713,0,2713,0.0,1.0
9338,29461,30141,15283,14858,0.507,0.493
9339,29464,43649,43164,485,0.989,0.011
9340,29466,28725,28547,178,0.994,0.006
9341,29468,2107,0,2107,0.0,1.0
9342,29469,855,0,855,0.0,1.0
9343,29470,4232,48,4184,0.011,0.989
9344,29471,1537,0,1537,0.0,1.0
9345,29472,9416,0,9416,0.0,1.0
9346,29474,2176,0,2176,0.0,1.0
9347,29475,2874,0,2874,0.0,1.0
9348,29477,6789,0,6789,0.0,1.0
9349,29479,7337,0,7337,0.0,1.0
9350,29481,1841,0,1841,0.0,1.0
9351,29482,1791,1791,0,1.0,0.0
9352,29483,66731,57559,9172,0.863,0.137
9353,29485,45057,43754,1303,0.971,0.029
9354,29487,2725,0,2725,0.0,1.0
9355,29488,22220,9502,12718,0.428,0.572
9356,29492,10262,7105,3157,0.692,0.308
9357,29493,117,0,117,0.0,1.0
9358,29501,43220,39837,3383,0.922,0.078
9359,29505,24279,19293,4986,0.795,0.205
9360,29506,20960,13995,6965,0.668,0.332
9361,29510,11060,3903,7157,0.353,0.647
9362,29511,5146,0,5146,0.0,1.0
9363,29512,19514,13006,6508,0.666,0.334
9364,29516,829,0,829,0.0,1.0
9365,29518,1232,6,1226,0.005,0.995
9366,29519,285,0,285,0.0,1.0
9367,29520,14617,8160,6457,0.558,0.442
9368,29525,2029,0,2029,0.0,1.0
9369,29526,39033,21733,17300,0.557,0.443
9370,29527,22027,8854,13173,0.402,0.598
9371,29530,2915,0,2915,0.0,1.0
9372,29532,20871,11601,9270,0.556,0.444
9373,29536,17722,9777,7945,0.552,0.448
9374,29540,5599,179,5420,0.032,0.968
9375,29541,9465,1853,7612,0.196,0.804
9376,29543,606,0,606,0.0,1.0
9377,29544,4909,0,4909,0.0,1.0
9378,29545,1657,0,1657,0.0,1.0
9379,29546,2834,0,2834,0.0,1.0
9380,29547,2917,0,2917,0.0,1.0
9381,29550,32284,15125,17159,0.468,0.532
9382,29554,9332,0,9332,0.0,1.0
9383,29555,6440,0,6440,0.0,1.0
9384,29556,12870,6095,6775,0.474,0.526
9385,29560,13664,7505,6159,0.549,0.451
9386,29563,2676,0,2676,0.0,1.0
9387,29564,985,0,985,0.0,1.0
9388,29565,7127,0,7127,0.0,1.0
9389,29566,15179,12234,2945,0.806,0.194
9390,29567,564,0,564,0.0,1.0
9391,29568,12224,1372,10852,0.112,0.888
9392,29569,15951,6,15945,0.0,1.0
9393,29570,3913,0,3913,0.0,1.0
9394,29571,15622,7464,8158,0.478,0.522
9395,29572,7893,7840,53,0.993,0.007
9396,29574,11909,5512,6397,0.463,0.537
9397,29575,15512,15512,0,1.0,0.0
9398,29576,24446,22347,2099,0.914,0.086
9399,29577,26996,26996,0,1.0,0.0
9400,29579,32180,30891,1289,0.96,0.04
9401,29580,1450,0,1450,0.0,1.0
9402,29581,4650,0,4650,0.0,1.0
9403,29582,14622,13960,662,0.955,0.045
9404,29583,5438,0,5438,0.0,1.0
9405,29584,2563,0,2563,0.0,1.0
9406,29585,13606,11532,2074,0.848,0.152
9407,29588,36499,33286,3213,0.912,0.088
9408,29590,3677,0,3677,0.0,1.0
9409,29591,5467,985,4482,0.18,0.82
9410,29592,1197,0,1197,0.0,1.0
9411,29593,1954,0,1954,0.0,1.0
9412,29594,121,0,121,0.0,1.0
9413,29596,2424,0,2424,0.0,1.0
9414,29601,10550,10550,0,1.0,0.0
9415,29605,34414,34142,272,0.992,0.008
9416,29607,34487,34127,360,0.99,0.01
9417,29609,27722,25939,1783,0.936,0.064
9418,29611,28799,27626,1173,0.959,0.041
9419,29613,2334,2334,0,1.0,0.0
9420,29614,2720,2720,0,1.0,0.0
9421,29615,35151,35151,0,1.0,0.0
9422,29617,25685,23996,1689,0.934,0.066
9423,29620,12934,5341,7593,0.413,0.587
9424,29621,39101,33150,5951,0.848,0.152
9425,29624,14610,12225,2385,0.837,0.163
9426,29625,27538,22587,4951,0.82,0.18
9427,29626,12364,5915,6449,0.478,0.522
9428,29627,18367,6860,11507,0.373,0.627
9429,29628,2759,0,2759,0.0,1.0
9430,29630,14186,8365,5821,0.59,0.41
9431,29631,13318,13200,118,0.991,0.009
9432,29634,5589,5589,0,1.0,0.0
9433,29635,1254,0,1254,0.0,1.0
9434,29638,2944,0,2944,0.0,1.0
9435,29639,1742,0,1742,0.0,1.0
9436,29640,30574,20282,10292,0.663,0.337
9437,29642,29561,23888,5673,0.808,0.192
9438,29643,2756,0,2756,0.0,1.0
9439,29644,18578,9011,9567,0.485,0.515
9440,29645,9982,0,9982,0.0,1.0
9441,29646,28159,20511,7648,0.728,0.272
9442,29649,26235,21282,4953,0.811,0.189
9443,29650,32632,32626,6,1.0,0.0
9444,29651,42844,34775,8069,0.812,0.188
9445,29653,4811,212,4599,0.044,0.956
9446,29654,9937,3505,6432,0.353,0.647
9447,29655,7796,0,7796,0.0,1.0
9448,29657,15116,6639,8477,0.439,0.561
9449,29658,333,0,333,0.0,1.0
9450,29659,118,0,118,0.0,1.0
9451,29661,5648,1421,4227,0.252,0.748
9452,29662,15090,15090,0,1.0,0.0
9453,29664,1808,0,1808,0.0,1.0
9454,29665,127,101,26,0.795,0.205
9455,29666,6590,0,6590,0.0,1.0
9456,29667,269,237,32,0.881,0.119
9457,29669,12387,3545,8842,0.286,0.714
9458,29670,8673,3930,4743,0.453,0.547
9459,29671,18030,5417,12613,0.3,0.7
9460,29672,11868,7572,4296,0.638,0.362
9461,29673,25348,15327,10021,0.605,0.395
9462,29676,5201,0,5201,0.0,1.0
9463,29678,21676,13444,8232,0.62,0.38
9464,29680,27285,24416,2869,0.895,0.105
9465,29681,46979,45084,1895,0.96,0.04
9466,29682,3818,0,3818,0.0,1.0
9467,29683,291,291,0,1.0,0.0
9468,29684,4862,490,4372,0.101,0.899
9469,29685,1230,0,1230,0.0,1.0
9470,29686,1027,0,1027,0.0,1.0
9471,29687,39561,36810,2751,0.93,0.07
9472,29689,3889,0,3889,0.0,1.0
9473,29690,20914,7359,13555,0.352,0.648
9474,29691,11333,4378,6955,0.386,0.614
9475,29692,4856,0,4856,0.0,1.0
9476,29693,14215,0,14215,0.0,1.0
9477,29696,4125,559,3566,0.136,0.864
9478,29697,12207,7143,5064,0.585,0.415
9479,29702,10059,0,10059,0.0,1.0
9480,29704,3721,1193,2528,0.321,0.679
9481,29706,19847,9351,10496,0.471,0.529
9482,29707,17742,14320,3422,0.807,0.193
9483,29708,25035,24567,468,0.981,0.019
9484,29709,6498,0,6498,0.0,1.0
9485,29710,29449,15428,14021,0.524,0.476
9486,29712,2317,0,2317,0.0,1.0
9487,29714,2927,0,2927,0.0,1.0
9488,29715,24823,23475,1348,0.946,0.054
9489,29717,1251,0,1251,0.0,1.0
9490,29718,3856,0,3856,0.0,1.0
9491,29720,46041,23910,22131,0.519,0.481
9492,29724,43,0,43,0.0,1.0
9493,29726,1750,0,1750,0.0,1.0
9494,29727,1650,0,1650,0.0,1.0
9495,29728,10301,4100,6201,0.398,0.602
9496,29729,2271,0,2271,0.0,1.0
9497,29730,52365,43475,8890,0.83,0.17
9498,29732,53781,51241,2540,0.953,0.047
9499,29733,1751,1751,0,1.0,0.0
9500,29741,2082,0,2082,0.0,1.0
9501,29742,2460,0,2460,0.0,1.0
9502,29743,1071,0,1071,0.0,1.0
9503,29745,28919,13048,15871,0.451,0.549
9504,29801,26778,19798,6980,0.739,0.261
9505,29803,36843,25059,11784,0.68,0.32
9506,29805,5864,289,5575,0.049,0.951
9507,29809,2206,1587,619,0.719,0.281
9508,29810,4990,3307,1683,0.663,0.337
9509,29812,11864,3949,7915,0.333,0.667
9510,29816,1033,981,52,0.95,0.05
9511,29817,4913,0,4913,0.0,1.0
9512,29819,1523,0,1523,0.0,1.0
9513,29821,1487,0,1487,0.0,1.0
9514,29824,8535,4562,3973,0.535,0.465
9515,29826,164,0,164,0.0,1.0
9516,29827,4624,0,4624,0.0,1.0
9517,29828,1003,1003,0,1.0,0.0
9518,29829,8651,4335,4316,0.501,0.499
9519,29831,4146,0,4146,0.0,1.0
9520,29832,5335,0,5335,0.0,1.0
9521,29834,1687,1635,52,0.969,0.031
9522,29835,6566,0,6566,0.0,1.0
9523,29836,482,0,482,0.0,1.0
9524,29838,501,0,501,0.0,1.0
9525,29840,251,0,251,0.0,1.0
9526,29841,32494,31583,911,0.972,0.028
9527,29842,7675,2528,5147,0.329,0.671
9528,29843,1291,0,1291,0.0,1.0
9529,29844,123,0,123,0.0,1.0
9530,29845,1104,0,1104,0.0,1.0
9531,29847,5480,0,5480,0.0,1.0
9532,29848,751,0,751,0.0,1.0
9533,29849,294,0,294,0.0,1.0
9534,29850,111,0,111,0.0,1.0
9535,29851,7524,5679,1845,0.755,0.245
9536,29853,6580,0,6580,0.0,1.0
9537,29856,3255,0,3255,0.0,1.0
9538,29860,14450,9027,5423,0.625,0.375
9539,29899,1244,0,1244,0.0,1.0
9540,29902,14779,13936,843,0.943,0.057
9541,29904,659,659,0,1.0,0.0
9542,29905,3054,2957,97,0.968,0.032
9543,29906,21765,19706,2059,0.905,0.095
9544,29907,12570,7864,4706,0.626,0.374
9545,29909,16394,12531,3863,0.764,0.236
9546,29910,33954,29527,4427,0.87,0.13
9547,29911,1725,0,1725,0.0,1.0
9548,29912,42,0,42,0.0,1.0
9549,29915,416,0,416,0.0,1.0
9550,29916,1533,0,1533,0.0,1.0
9551,29918,5278,0,5278,0.0,1.0
9552,29920,9481,0,9481,0.0,1.0
9553,29921,227,0,227,0.0,1.0
9554,29922,1214,0,1214,0.0,1.0
9555,29923,392,0,392,0.0,1.0
9556,29924,4331,2522,1809,0.582,0.418
9557,29926,23742,23388,354,0.985,0.015
9558,29927,8237,2957,5280,0.359,0.641
9559,29928,16110,16107,3,1.0,0.0
9560,29929,1135,0,1135,0.0,1.0
9561,29932,269,0,269,0.0,1.0
9562,29934,1172,0,1172,0.0,1.0
9563,29935,3685,3685,0,1.0,0.0
9564,29936,13354,5301,8053,0.397,0.603
9565,29939,302,0,302,0.0,1.0
9566,29940,3967,0,3967,0.0,1.0
9567,29941,497,0,497,0.0,1.0
9568,29943,477,0,477,0.0,1.0
9569,29944,5118,2018,3100,0.394,0.606
9570,29945,4841,0,4841,0.0,1.0
9571,30002,5861,5861,0,1.0,0.0
9572,30004,53033,49414,3619,0.932,0.068
9573,30005,34442,34442,0,1.0,0.0
9574,30008,29822,29822,0,1.0,0.0
9575,30009,13722,13722,0,1.0,0.0
9576,30011,14402,11285,3117,0.784,0.216
9577,30012,27258,21891,5367,0.803,0.197
9578,30013,25183,23457,1726,0.931,0.069
9579,30014,35037,20648,14389,0.589,0.411
9580,30016,51140,43668,7472,0.854,0.146
9581,30017,20160,20160,0,1.0,0.0
9582,30019,40447,37974,2473,0.939,0.061
9583,30021,21989,21989,0,1.0,0.0
9584,30022,64359,64359,0,1.0,0.0
9585,30024,64614,64614,0,1.0,0.0
9586,30025,9270,3328,5942,0.359,0.641
9587,30028,22182,14755,7427,0.665,0.335
9588,30030,26473,26473,0,1.0,0.0
9589,30032,47222,47222,0,1.0,0.0
9590,30033,30763,30763,0,1.0,0.0
9591,30034,43113,43113,0,1.0,0.0
9592,30035,20396,20396,0,1.0,0.0
9593,30038,37233,35905,1328,0.964,0.036
9594,30039,41517,41287,230,0.994,0.006
9595,30040,54653,51538,3115,0.943,0.057
9596,30041,52749,49150,3599,0.932,0.068
9597,30043,80241,80241,0,1.0,0.0
9598,30044,79701,79701,0,1.0,0.0
9599,30045,34402,33834,568,0.983,0.017
9600,30046,34523,34523,0,1.0,0.0
9601,30047,59660,59660,0,1.0,0.0
9602,30052,59451,50983,8468,0.858,0.142
9603,30054,11985,2902,9083,0.242,0.758
9604,30055,3018,0,3018,0.0,1.0
9605,30056,2500,0,2500,0.0,1.0
9606,30058,52945,52523,422,0.992,0.008
9607,30060,34562,34562,0,1.0,0.0
9608,30062,62136,62136,0,1.0,0.0
9609,30064,46076,46076,0,1.0,0.0
9610,30066,52936,52936,0,1.0,0.0
9611,30067,45182,45182,0,1.0,0.0
9612,30068,31595,31595,0,1.0,0.0
9613,30070,342,342,0,1.0,0.0
9614,30071,23005,23005,0,1.0,0.0
9615,30072,730,730,0,1.0,0.0
9616,30075,52573,52573,0,1.0,0.0
9617,30076,42678,42678,0,1.0,0.0
9618,30078,33057,33057,0,1.0,0.0
9619,30079,2960,2960,0,1.0,0.0
9620,30080,49905,49905,0,1.0,0.0
9621,30082,25905,25905,0,1.0,0.0
9622,30083,50384,50384,0,1.0,0.0
9623,30084,35921,35921,0,1.0,0.0
9624,30087,36761,36761,0,1.0,0.0
9625,30088,25257,25257,0,1.0,0.0
9626,30092,31704,31704,0,1.0,0.0
9627,30093,53351,53351,0,1.0,0.0
9628,30094,31244,28845,2399,0.923,0.077
9629,30096,62265,62265,0,1.0,0.0
9630,30097,41715,41715,0,1.0,0.0
9631,30101,54373,52344,2029,0.963,0.037
9632,30102,37470,36762,708,0.981,0.019
9633,30103,14781,4920,9861,0.333,0.667
9634,30104,4708,1361,3347,0.289,0.711
9635,30105,2294,0,2294,0.0,1.0
9636,30106,20300,20300,0,1.0,0.0
9637,30107,12908,3067,9841,0.238,0.762
9638,30108,7256,0,7256,0.0,1.0
9639,30110,13349,6504,6845,0.487,0.513
9640,30113,6218,0,6218,0.0,1.0
9641,30114,49774,40462,9312,0.813,0.187
9642,30115,35672,27604,8068,0.774,0.226
9643,30116,23156,12840,10316,0.554,0.446
9644,30117,34296,22996,11300,0.671,0.329
9645,30118,2373,2373,0,1.0,0.0
9646,30120,38085,30039,8046,0.789,0.211
9647,30121,22078,18818,3260,0.852,0.148
9648,30122,21561,20415,1146,0.947,0.053
9649,30124,2978,0,2978,0.0,1.0
9650,30125,24352,12543,11809,0.515,0.485
9651,30126,37088,37088,0,1.0,0.0
9652,30127,60347,60158,189,0.997,0.003
9653,30132,34215,22215,12000,0.649,0.351
9654,30134,43356,41198,2158,0.95,0.05
9655,30135,61912,54584,7328,0.882,0.118
9656,30137,1650,1144,506,0.693,0.307
9657,30139,3845,0,3845,0.0,1.0
9658,30141,22457,20515,1942,0.914,0.086
9659,30143,21145,6021,15124,0.285,0.715
9660,30144,52252,52252,0,1.0,0.0
9661,30145,8378,2396,5982,0.286,0.714
9662,30147,4365,2389,1976,0.547,0.453
9663,30148,453,0,453,0.0,1.0
9664,30149,1569,1435,134,0.915,0.085
9665,30152,40393,40393,0,1.0,0.0
9666,30153,18411,9044,9367,0.491,0.509
9667,30157,45123,38798,6325,0.86,0.14
9668,30161,35058,24089,10969,0.687,0.313
9669,30164,16,0,16,0.0,1.0
9670,30165,39975,30039,9936,0.751,0.249
9671,30168,24241,24206,35,0.999,0.001
9672,30170,2994,0,2994,0.0,1.0
9673,30171,3491,0,3491,0.0,1.0
9674,30173,6221,2899,3322,0.466,0.534
9675,30175,6074,1100,4974,0.181,0.819
9676,30176,7050,0,7050,0.0,1.0
9677,30177,1049,795,254,0.758,0.242
9678,30178,3468,0,3468,0.0,1.0
9679,30179,16807,5805,11002,0.345,0.655
9680,30180,34274,24652,9622,0.719,0.281
9681,30182,2666,12,2654,0.005,0.995
9682,30183,5282,0,5282,0.0,1.0
9683,30184,6847,642,6205,0.094,0.906
9684,30185,3892,0,3892,0.0,1.0
9685,30187,8740,1797,6943,0.206,0.794
9686,30188,52380,50830,1550,0.97,0.03
9687,30189,36859,36859,0,1.0,0.0
9688,30204,13493,7167,6326,0.531,0.469
9689,30205,3061,0,3061,0.0,1.0
9690,30206,2958,0,2958,0.0,1.0
9691,30213,29384,25241,4143,0.859,0.141
9692,30214,28913,24394,4519,0.844,0.156
9693,30215,33665,23372,10293,0.694,0.306
9694,30216,2159,0,2159,0.0,1.0
9695,30217,9433,0,9433,0.0,1.0
9696,30218,1974,0,1974,0.0,1.0
9697,30220,5533,2571,2962,0.465,0.535
9698,30222,4042,0,4042,0.0,1.0
9699,30223,36769,20296,16473,0.552,0.448
9700,30224,25197,16144,9053,0.641,0.359
9701,30228,38569,30835,7734,0.799,0.201
9702,30230,9103,0,9103,0.0,1.0
9703,30233,23218,5431,17787,0.234,0.766
9704,30234,1934,0,1934,0.0,1.0
9705,30236,46434,45838,596,0.987,0.013
9706,30238,34713,34512,201,0.994,0.006
9707,30240,30014,18952,11062,0.631,0.369
9708,30241,23176,15927,7249,0.687,0.313
9709,30248,23249,15620,7629,0.672,0.328
9710,30250,679,679,0,1.0,0.0
9711,30251,2342,0,2342,0.0,1.0
9712,30252,41428,30601,10827,0.739,0.261
9713,30253,49380,46742,2638,0.947,0.053
9714,30256,2826,0,2826,0.0,1.0
9715,30257,4138,0,4138,0.0,1.0
9716,30258,2622,0,2622,0.0,1.0
9717,30259,3041,0,3041,0.0,1.0
9718,30260,23244,23244,0,1.0,0.0
9719,30263,53008,34016,18992,0.642,0.358
9720,30265,31713,28885,2828,0.911,0.089
9721,30268,9090,5025,4065,0.553,0.447
9722,30269,35069,34128,941,0.973,0.027
9723,30273,14709,14709,0,1.0,0.0
9724,30274,31893,31893,0,1.0,0.0
9725,30275,19,0,19,0.0,1.0
9726,30276,13866,3659,10207,0.264,0.736
9727,30277,20270,15970,4300,0.788,0.212
9728,30281,66140,61889,4251,0.936,0.064
9729,30284,55,42,13,0.764,0.236
9730,30285,707,0,707,0.0,1.0
9731,30286,23490,14416,9074,0.614,0.386
9732,30288,8929,8929,0,1.0,0.0
9733,30289,82,42,40,0.512,0.488
9734,30290,8286,7396,890,0.893,0.107
9735,30291,21010,20802,208,0.99,0.01
9736,30292,5943,64,5879,0.011,0.989
9737,30293,2981,0,2981,0.0,1.0
9738,30294,39865,39865,0,1.0,0.0
9739,30295,4159,0,4159,0.0,1.0
9740,30296,25840,25840,0,1.0,0.0
9741,30297,27188,27188,0,1.0,0.0
9742,30303,5934,5934,0,1.0,0.0
9743,30305,22999,22999,0,1.0,0.0
9744,30306,22246,22246,0,1.0,0.0
9745,30307,18004,18004,0,1.0,0.0
9746,30308,15413,15413,0,1.0,0.0
9747,30309,21845,21845,0,1.0,0.0
9748,30310,26912,26912,0,1.0,0.0
9749,30311,32218,32218,0,1.0,0.0
9750,30312,19360,19360,0,1.0,0.0
9751,30313,9495,9495,0,1.0,0.0
9752,30314,22020,22020,0,1.0,0.0
9753,30315,33857,33857,0,1.0,0.0
9754,30316,31110,31110,0,1.0,0.0
9755,30317,11970,11970,0,1.0,0.0
9756,30318,49736,49736,0,1.0,0.0
9757,30319,38423,38423,0,1.0,0.0
9758,30322,2023,2023,0,1.0,0.0
9759,30324,24267,24267,0,1.0,0.0
9760,30326,4802,4802,0,1.0,0.0
9761,30327,22208,22208,0,1.0,0.0
9762,30328,30348,30348,0,1.0,0.0
9763,30329,28539,28539,0,1.0,0.0
9764,30331,54094,53826,268,0.995,0.005
9765,30332,2970,2970,0,1.0,0.0
9766,30334,1,1,0,1.0,0.0
9767,30336,971,966,5,0.995,0.005
9768,30337,11505,11505,0,1.0,0.0
9769,30338,33617,33617,0,1.0,0.0
9770,30339,18304,18304,0,1.0,0.0
9771,30340,29394,29394,0,1.0,0.0
9772,30341,31793,31793,0,1.0,0.0
9773,30342,29879,29879,0,1.0,0.0
9774,30344,31776,31776,0,1.0,0.0
9775,30345,23129,23129,0,1.0,0.0
9776,30346,4696,4696,0,1.0,0.0
9777,30349,67602,66620,982,0.985,0.015
9778,30350,34740,34740,0,1.0,0.0
9779,30354,14857,14857,0,1.0,0.0
9780,30360,14536,14536,0,1.0,0.0
9781,30363,2680,2680,0,1.0,0.0
9782,30401,13500,7484,6016,0.554,0.446
9783,30410,2168,0,2168,0.0,1.0
9784,30411,4371,0,4371,0.0,1.0
9785,30412,80,0,80,0.0,1.0
9786,30413,1575,0,1575,0.0,1.0
9787,30415,6780,0,6780,0.0,1.0
9788,30417,11090,4054,7036,0.366,0.634
9789,30420,1460,0,1460,0.0,1.0
9790,30421,3381,0,3381,0.0,1.0
9791,30423,120,0,120,0.0,1.0
9792,30425,1198,0,1198,0.0,1.0
9793,30426,1100,0,1100,0.0,1.0
